,id,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
32,1B4XVCWbQcMQ1wFMLrjjOz,40,False,208813,0.554,0.483,5,-5.936,1,0.0262,0.299,1.43e-06,0.327,0.423,138.034,3,"['bedroom pop', 'indie pop', 'pop']"
33,1zejeOnykpCoyVSit6Bwp3,77,False,209560,0.443,0.298,0,-12.181,1,0.0644,0.388,1e-05,0.103,0.172,77.253,4,['pop']
34,1pzAjKbxaG6MytLEpv8S2J,53,False,295034,0.529,0.811,11,-6.811,1,0.0337,0.00174,0.00538,0.367,0.407,136.033,4,[]
35,3VzULnaqPKf1deQyZ5W4Ah,62,False,235272,0.593,0.658,2,-4.957,1,0.0304,0.0038,0.0126,0.0804,0.27,116.021,4,"['indie pop', 'modern rock', 'pop']"
36,3dP0pLbg9OfVwssDjp9aT0,71,False,329228,0.707,0.593,5,-8.581,0,0.0949,0.287,0.0,0.15,0.478,123.772,4,"['hollywood', 'show tunes']"
37,0rmbkA0kHYuwzNjm5E0WOA,52,False,222592,0.718,0.467,5,-6.799,1,0.0312,0.362,6.9e-06,0.242,0.239,99.0,3,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
38,6pVrJoQsxj5rnivyFTvyVK,39,True,205946,0.537,0.471,0,-6.509,0,0.19,0.527,0.0,0.159,0.537,158.712,4,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']"
39,08kXaWxw2QkXSQTlyH9GMc,52,False,192946,0.71,0.58,0,-6.794,1,0.0366,0.0316,0.000355,0.0806,0.573,97.983,4,"['country', 'country dawn', 'pop']"
40,6VzcQuzTNTMFnJ6rBSaLH9,79,False,377960,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,4,['pop']
41,4B3qvzOMzLQXLeYgPsG3KA,68,False,225240,0.582,0.428,2,-9.13,1,0.0516,0.752,0.0,0.102,0.255,99.608,3,"['hollywood', 'show tunes']"
42,04mAOoQNsXmDJlyupJwmkO,65,False,393962,0.531,0.289,2,-10.065,1,0.0286,0.339,0.000376,0.134,0.119,129.747,4,"['indie pop', 'la indie']"
43,6YArGkJUr82ehzRFa2YaRK,59,False,163880,0.818,0.374,1,-10.666,0,0.0459,0.0951,0.0139,0.217,0.457,117.956,4,"['double drumming', 'indie pop', 'modern rock', 'pop']"
44,4aGvs7y4hQIbGss7zmEXKf,54,False,202280,0.714,0.658,0,-5.497,1,0.0315,0.267,0.0,0.176,0.766,81.553,4,"['alt z', 'art pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop']"
45,6GwtJzM3yffZ4FJ39QuUcE,60,False,197701,0.731,0.549,6,-6.749,0,0.0329,0.0154,9.12e-06,0.0825,0.449,137.915,4,['k-pop']
46,5gRYrtvyVyaCRvLt56OfuV,63,False,207440,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-05,0.102,0.513,118.035,4,['pop']
47,3C1BJMHwYRUBrg78duMaOE,53,True,186314,0.642,0.705,6,-9.172,0,0.0517,0.454,0.000625,0.133,0.522,124.011,4,"['alt z', 'electropop', 'indie pop', 'modern alternative pop', 'uk pop']"
48,6PkHFPxrvlXXVnJTONwsjc,53,False,188413,0.717,0.184,7,-13.578,1,0.0417,0.742,1.01e-05,0.0968,0.21,131.938,4,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']"
49,7FVGIPgLMDChTffvG2LuHV,59,True,174666,0.614,0.585,10,-9.483,1,0.164,0.134,0.000129,0.0948,0.211,169.905,4,"['alt z', 'art pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop']"
50,1WmEhKIzErn1aZNFf2m4FU,48,False,235872,0.612,0.458,4,-8.702,1,0.0297,0.592,6.44e-05,0.0893,0.65,144.044,4,"['indie pop', 'pop']"
51,4vjvx7Zxkb4AltGcZ0BBvI,72,False,184524,0.6,0.749,11,-6.889,1,0.0419,0.0467,0.295,0.0915,0.485,131.024,4,"['indie pop', 'la indie']"
52,0Jlcvv8IykzHaSmj49uNW8,77,True,210251,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,4,['pop']
53,3JiaA3hvuKu4Fjf6AWwVMX,71,False,257881,0.599,0.59,2,-9.135,1,0.0645,0.432,6.54e-06,0.397,0.402,146.022,4,"['alt z', 'indie pop', 'pop', 'uk pop']"
54,1rY7zvbYYWaj1OVa3YlwLv,45,False,228349,0.626,0.644,2,-7.95,1,0.0535,0.282,0.00021,0.192,0.418,81.971,4,"['acoustic pop', 'hollywood', 'lilith', 'neo mellow', 'pop', 'pop rock']"
55,4j6kId9QIqhoXvqHKgSKa0,81,False,191958,0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,4,['pop']
56,2JN3ugW1cEahbYw0I5mw5U,74,False,243907,0.474,0.343,4,-8.571,0,0.027,0.578,2.65e-05,0.305,0.152,145.115,3,"['bedroom pop', 'pop']"
57,3Y3nRbS2YvT8LsYxvDylny,61,False,210424,0.624,0.891,2,-4.812,1,0.083,0.12,0.0,0.223,0.693,99.945,4,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']"
58,5q4BpnMrYEFzLO0dYODj6J,66,False,271088,0.664,0.382,0,-9.977,1,0.047,0.239,0.00749,0.0943,0.126,123.214,4,"['art pop', 'metropopolis', 'nz pop', 'pop', 'yakut pop']"
59,48f7LOHWir3VQoO06yoc95,56,False,158948,0.617,0.801,8,-5.766,1,0.0336,0.0254,2.07e-06,0.105,0.426,119.003,4,"['hopebeat', 'indie poptimism', 'modern rock', 'neo mellow', 'pop', 'pop rock']"
60,32ZiBVNNbnRWEgnxVHLCmN,30,False,204880,0.601,0.911,10,-3.616,0,0.0896,0.0461,0.0,0.0964,0.751,128.04,4,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
61,03UrZgTINDqvnUMbbIMhql,75,False,219493,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,4,"['k-pop', 'k-rap', 'korean old school hip hop']"
62,06VsoIC668pU516T6qrgkJ,64,True,165906,0.763,0.923,9,-3.108,0,0.191,0.103,0.0,0.105,0.934,121.074,4,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance', 'uk pop']"
63,4P6IXjOrMT0J9wH5mKiQJz,11,False,322986,0.717,0.966,7,-1.594,1,0.197,0.00079,0.0765,0.625,0.299,127.968,4,"['dance pop', 'hip hop', 'pop', 'pop rap', 'urban contemporary']"
64,32OlwWuMpZ6b0aN2RZOeMS,84,True,269666,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4,"['dance pop', 'pop', 'uk pop']"
65,5del6JDxsPaxEp5f93YCvq,4,False,186352,0.651,0.922,11,-3.667,0,0.0532,0.00951,0.749,0.233,0.351,128.082,4,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'progressive electro house', 'slap house', 'tropical house']"
66,2bL2gyO6kBdLkNSkxXNh6x,81,False,231013,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,4,['pop']
67,6841x6F4SODlAl8TczXf5a,40,False,202213,0.65,0.866,0,-5.383,0,0.0444,0.00614,4.19e-05,0.157,0.655,127.949,4,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop rap']"
68,3RM5RpRDDdST1njqOMG141,69,False,196120,0.843,0.8,1,-4.061,1,0.0336,0.179,0.0,0.118,0.961,133.026,4,"['dance pop', 'german pop', 'pop rap']"
69,2duqt4cyVkbMvgf8PW7U2f,48,False,191546,0.764,0.675,5,-4.728,0,0.28,0.0421,1.49e-05,0.424,0.832,127.911,4,"['dance pop', 'pop dance', 'pop rap', 'tropical house']"
70,7viaZDs1VuWjnxbnGIt0c9,14,False,275530,0.651,0.887,10,-5.658,0,0.139,0.0187,5.92e-06,0.301,0.26,128.034,4,[]
71,1kxyZ2SpflM1ogD0B5hgfX,57,False,223203,0.747,0.83,9,-5.426,1,0.0899,0.0214,0.00024,0.0639,0.64,123.988,4,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
72,7iFEgldfNsZFdAeTZSSQ3t,45,False,236813,0.69,0.807,8,-4.853,1,0.0486,0.00139,0.000203,0.415,0.343,132.005,4,"['dance pop', 'pop']"
73,3nMb7ToWIxYvmaIG20z6ux,64,True,232213,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,4,"['latin pop', 'mexican pop']"
74,1HWxC0zGOkn1MXRMmXR4ma,33,False,196992,0.925,0.768,1,-4.553,0,0.271,0.00874,1.69e-06,0.244,0.887,128.004,4,"['dembow', 'dominican pop', 'rap dominicano']"
75,2rlfPZqq132cHrEuKZBwmA,16,False,270435,0.774,0.745,7,-5.139,1,0.0551,0.138,0.032,0.0545,0.623,127.991,4,"['australian indie', 'australian pop', 'folk-pop', 'neo mellow', 'pop', 'pop rock', 'uk pop']"
76,3rXcGsj82hCY6CPc7X4Pi3,34,False,217266,0.772,0.86,0,-4.332,1,0.19,0.0963,4.36e-06,0.35,0.529,125.122,4,"['dance pop', 'latin arena pop', 'latin pop', 'mexican pop']"
77,1QV6tiMFM6fSOKOGLMHYYg,79,False,237200,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,4,"['art pop', 'dance pop', 'pop']"
78,5s0rashK99GorILyKisnhl,21,False,218320,0.66,0.89,0,-4.646,0,0.0384,0.0202,0.0,0.312,0.688,128.018,4,"['dance pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
79,22skzmqfdWrjJylampe0kt,81,False,258431,0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,4,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
80,36i4BrOwoR7IbgDk8FZjYF,38,False,264093,0.597,0.839,7,-3.946,0,0.389,0.00105,1.16e-06,0.617,0.412,129.942,4,"['dance pop', 'pop rap']"
81,0aBKFfdyOD1Ttvgv0cfjjJ,69,False,219986,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,4,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
82,3k9kmBVve1q1mQ9w6XpGaJ,18,False,263093,0.67,0.824,5,-5.012,0,0.0862,0.181,0.0,0.323,0.499,120.033,4,"['pop rap', 'r&b', 'urban contemporary']"
83,591nHHHzZl1NLt9PMKpinM,62,False,208320,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,4,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
84,6AxCr5G75R5rqyNCYWVpTo,62,False,187626,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4e-05,0.156,0.746,128.027,4,"['dance pop', 'pop', 'pop rap']"
85,4okbyCzHuunfsVs7OoJhAL,40,False,301926,0.785,0.964,7,-3.783,1,0.0634,0.00378,0.00233,0.346,0.495,128.002,4,"['big room', 'dance pop', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']"
86,2y4lAQpi5VTNLu2ldeTdUH,78,False,231240,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,4,"['dance pop', 'pop']"
87,557un1HgwYMuqfWGSTmnxw,68,False,192586,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.192,0.272,193.438,4,"['dance pop', 'pop', 'r&b']"
88,6BsbXBQZ7cFTuej6MfM92O,38,False,209800,0.719,0.751,0,-4.726,1,0.0302,0.0531,0.00192,0.157,0.843,127.982,4,"['dance pop', 'eurodance', 'hands up', 'italo dance', 'pop dance']"
89,20tkp9JvpEy07MuWN5fklQ,37,False,240021,0.43,0.964,1,-2.669,1,0.215,0.0601,0.0,0.106,0.773,94.006,3,[]
90,2ZZKU0M4flhnJ2LO45iwqu,42,False,213500,0.699,0.752,9,-6.25,0,0.115,0.0918,2.03e-06,0.347,0.465,130.97,4,[]
91,3JXF3LsUjyDIHjuwhXxdjo,74,True,201334,0.814,0.626,7,-7.187,1,0.214,0.173,0.0,0.101,0.686,123.972,4,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']"
92,76FZM38RC8XaAjJ77CVTNe,76,False,244453,0.623,0.734,9,-5.95,1,0.107,0.0162,1.9e-06,0.145,0.372,107.853,4,"['dance pop', 'pop']"
93,7a53HqqArd4b9NF4XAmlbI,82,False,162398,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,4,"['dance pop', 'pop']"
94,1cx7kDfiHlvQWwPRNxQrfQ,58,False,186018,0.659,0.803,0,-6.632,1,0.0558,0.0745,1.16e-06,0.251,0.339,121.085,4,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop', 'uk pop']"
95,70VukjWPu4TR2xQSRaEwlL,54,False,199786,0.667,0.912,6,-3.218,0,0.044,0.00154,1.17e-06,0.792,0.867,138.084,4,"['art pop', 'dance pop', 'pop']"
96,5zwwW9Oq7ubSxoCGyW1nbY,79,False,186964,0.693,0.734,4,-6.189,1,0.202,0.0145,0.0,0.217,0.708,180.06,4,"['k-pop', 'k-pop girl group']"
97,4yWp3mTUYrzlqazZ588IQh,49,False,152400,0.769,0.93,0,-2.738,1,0.112,0.254,0.0,0.0772,0.725,125.025,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
98,5YTSbfnyJRqul0H8kmamg3,36,False,200600,0.696,0.913,11,-4.056,0,0.0434,0.0206,0.0,0.38,0.847,131.927,4,"['bubblegum dance', 'dance pop', 'electropop', 'europop', 'girl group', 'post-teen pop', 'uk pop']"
99,6VObnIkLVruX4UVyxWhlqm,78,False,286480,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,4,"['british soul', 'pop', 'pop soul', 'uk pop']"
100,7BoVAJ0HuKcBBRmUGlzX6o,59,False,218706,0.675,0.885,8,-2.848,1,0.0487,0.0146,0.000488,0.153,0.514,125.98,4,"['art pop', 'dance pop', 'electropop', 'indie pop', 'pop']"
101,5x5JM1BSB6vollcIzDocqT,74,False,234520,0.336,0.602,4,-6.354,1,0.0325,0.0635,0.0,0.141,0.299,161.01,4,"['dance pop', 'pop']"
102,5tSWxqMe2ywiXuJFO54s4m,32,False,357000,0.727,0.76,11,-8.799,1,0.0543,0.00233,0.00884,0.0457,0.717,124.865,4,"['dance pop', 'europop', 'girl group']"
103,5ojIBrEAUKWkI5BSoWGGFu,49,False,192000,0.663,0.84,2,-2.85,1,0.083,0.0132,0.0,0.496,0.609,128.071,4,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
104,76cy1WJvNGJTj78UqeA5zr,80,True,217946,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,4,"['dance pop', 'pop', 'uk pop']"
105,3pPN20syOYvbUuEiBpbenI,79,False,184294,0.667,0.858,2,-2.268,0,0.0926,0.0367,1.47e-05,0.325,0.641,133.039,4,"['dance pop', 'pop']"
106,1IXGILkPm0tOCNeq00kCPa,60,False,253040,0.642,0.818,2,-4.552,1,0.032,0.0567,0.0,0.0919,0.59,124.957,4,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
107,4LHSn3rqYI7iwCq4EsYxXy,52,False,230586,0.471,0.559,6,-5.336,1,0.0285,0.223,0.0,0.0935,0.172,148.016,4,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'uk pop', 'urban contemporary']"
108,0SiywuOBRcynK0uKGWdCnn,83,True,294573,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,4,"['art pop', 'dance pop', 'pop']"
109,5i6SVeYn0jb3yMp9fsQGto,44,False,173440,0.596,0.471,9,-5.722,1,0.138,0.726,0.0,0.0158,0.431,93.103,4,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
110,72gv4zhNvRVdQA0eOenCal,76,False,212733,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,4,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky', 'uk pop']"
111,34pRqzRiFcIuyRMuuEayzY,70,False,202204,0.561,0.685,1,-4.891,0,0.0835,0.154,0.0,0.077,0.363,165.944,4,"['dance pop', 'pop', 'uk pop']"
112,0WCiI0ddWiu5F2kSHgfw5S,70,False,215200,0.729,0.675,5,-5.292,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,4,"['dance pop', 'pop', 'post-teen pop']"
113,6BtVqI4JYCYi6mPmkzr5Rv,52,False,166865,0.602,0.871,6,-4.198,1,0.0577,0.0877,0.0,0.266,0.3,125.993,4,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']"
114,7qEeOdlZlE9xNMD3BUYQw6,21,False,374813,0.73,0.661,5,-2.748,1,0.105,0.00132,0.0359,0.119,0.259,131.017,4,"['art pop', 'dance pop', 'pop']"
116,2bKkSPdLPRwEPXulBKTdGl,46,False,173644,0.665,0.903,9,-4.933,0,0.0856,0.000384,0.0132,0.292,0.537,132.013,4,"['dance pop', 'pop', 'uk pop']"
117,6rlQYRWG6ZN5X89LA0zBE7,55,False,242266,0.661,0.776,9,-9.82,0,0.063,0.0592,0.0546,0.137,0.562,119.995,4,"['art pop', 'british soul', 'dance pop', 'electropop', 'neo soul', 'pop', 'pop soul', 'tropical house', 'uk pop']"
118,4NCZEnM4tq2MazaFURJxWY,41,False,117640,0.561,0.565,1,-6.193,1,0.102,0.585,0.0,0.0808,0.676,92.222,4,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
119,5uSFGgIfHMT3osrAd9n9ym,88,False,203472,0.669,0.742,1,-3.518,0,0.0441,0.296,0.0,0.355,0.716,101.982,4,"['pop', 'uk pop']"
120,2QqHAiFdDZKFJkr1xCV9dG,61,False,166213,0.737,0.764,0,-5.511,1,0.0947,0.111,0.0,0.0423,0.924,92.044,4,"['k-pop', 'k-pop boy group']"
121,4IaxDf2FixiQXq0mW7key9,78,False,174840,0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,4,['k-pop']
122,2wVDWtLKXunswWecARNILj,74,False,169566,0.751,0.642,3,-5.165,0,0.087,0.0861,0.0,0.0953,0.388,95.045,4,['k-pop']
123,184XtKkzoAl83quIarUAJP,58,False,237685,0.702,0.913,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,4,"['k-pop', 'k-pop girl group']"
124,4bV5sf2B4hWBBd5HQ8S7KB,75,False,160946,0.905,0.631,9,-10.06,0,0.177,0.129,0.0,0.101,0.751,105.026,4,['disney']
125,2lp1UEpJyByupT4280qEOa,59,False,221091,0.42,0.822,0,-3.642,1,0.29,0.241,0.0,0.0843,0.771,179.5,4,[]
126,3pNcAmfGXKeKvsSG2h1teI,58,False,186573,0.689,0.874,8,-2.341,1,0.0407,0.151,0.0,0.0564,0.69,123.055,4,['k-pop girl group']
127,2ezKXygNO30pXyDQXkm6oD,65,False,202772,0.774,0.792,9,-4.019,0,0.224,0.00427,1.15e-06,0.283,0.505,98.1,4,"['k-pop', 'k-pop girl group']"
128,0oWusldermKl7MdzF2XQTj,54,False,167922,0.689,0.771,5,-3.618,1,0.0548,0.00776,0.0,0.521,0.482,157.052,4,"['k-pop', 'k-pop boy group']"
129,1iPmAMVMqoT2ZromLzo305,45,False,229400,0.726,0.802,8,-2.43,1,0.144,0.0582,0.0,0.0528,0.658,101.005,4,"['k-pop', 'k-pop boy group']"
130,7qmvLmX9tyaTiBAVNI6YEn,75,False,197288,0.706,0.756,4,-4.405,0,0.0845,0.0392,0.0,0.18,0.676,97.098,4,"['k-pop', 'k-pop girl group']"
131,3Vi5XqYrmQgOYBajMWSvCi,84,True,210560,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,4,"['dance pop', 'pop']"
132,2V4Fx72svQRxrFvNT1eq5f,70,False,162600,0.676,0.857,10,-4.368,0,0.0438,0.0215,0.0,0.254,0.717,149.981,4,['k-pop girl group']
133,3HLIZfLpwoTeadk5FpDle5,53,False,176973,0.779,0.795,2,-3.53,1,0.215,0.24,0.0,0.126,0.587,138.017,4,"['k-pop', 'k-pop girl group']"
134,5d2mc1dOSOLw25fJ7WH5fl,55,False,229000,0.757,0.775,10,-3.442,0,0.121,0.0305,0.0,0.0999,0.713,140.97,4,"['k-pop', 'k-pop boy group']"
135,2shyarF21wZvWew00TdaP3,67,False,153706,0.616,0.395,0,-3.167,1,0.0607,0.379,0.0,0.0871,0.631,74.422,4,['k-pop']
136,5PyqnR2KX6a6qwf6l9rgpj,52,False,188573,0.787,0.765,8,-2.503,0,0.0573,0.0557,1.11e-05,0.0972,0.711,91.006,4,"['k-pop', 'k-pop boy group']"
137,4KqPuyZdcjXuRqXSARnt6r,63,False,219106,0.741,0.747,9,-5.459,0,0.0956,0.263,5.15e-06,0.266,0.831,134.039,4,"['k-pop', 'k-pop boy group']"
138,0kqTXMHiQiB7IECD0WwcPq,73,False,177466,0.774,0.905,3,-2.432,0,0.122,0.143,0.0,0.332,0.768,119.964,4,"['k-pop', 'k-pop girl group']"
139,2CcQDI2IDhHbmBIFup58JE,70,False,211293,0.675,0.648,7,-6.003,1,0.0317,0.234,0.0,0.561,0.322,114.051,3,"['dance pop', 'pop']"
140,70EfheCNy3zOrcT2meMQ1g,64,False,204973,0.802,0.934,9,-3.216,0,0.0604,0.0609,0.0,0.0158,0.941,150.036,4,['k-pop girl group']
141,3Eb5sztvEMa0Mqnb8DUAlU,81,False,246396,0.676,0.565,10,-9.411,1,0.03,0.00321,0.000579,0.241,0.689,113.007,4,"['opm', 'pinoy trap']"
